"","age","minutes","lvalue","total_market_value","goals","assists","seleccion","pos_Defensa","pos_Delantero","pos_Medio Centro","pos_Portero","equipo_0","equipo_1","equipo_2","value"
"5083",21,464,1075000,54700000,1,3,1,0,0,1,0,1,0,0,5e+05
"5084",19,2102,50000,242050000,0,0,1,1,0,0,0,1,0,0,87500
"5085",23,1654,7e+06,578480000,4,4,1,0,1,0,0,0,0,1,13600000
"5086",24,1479,13600000,404330000,3,5,1,0,1,0,0,0,0,1,15666666.6666667
"5087",26,2151,15666666.6666667,547780000,3,4,1,0,1,0,0,0,0,1,12333333.3333333
"5088",22,1737,3e+06,122100000,0,4,1,1,0,0,0,1,0,0,5500000
"5089",25,1362,3625000,189250000,0,1,1,1,0,0,0,1,0,0,2400000
"5090",25,2409,475000,12350000,3,1,0,0,1,0,0,1,0,0,650000
"5091",26,1217,650000,14550000,1,3,0,0,1,0,0,1,0,0,533333.333333333
"5092",26,1090,5e+05,48630000,0,0,1,1,0,0,0,1,0,0,566666.666666667
"5093",26,990,9e+05,898600000,0,0,1,0,0,0,1,0,0,1,1333333.33333333
"5094",27,2242,1333333.33333333,806800000,0,0,1,0,0,0,1,0,0,1,2750000
"5095",29,720,2750000,45700000,0,0,1,0,0,0,1,1,0,0,3400000
"5096",24,300,1e+05,24600000,1,1,0,0,1,0,0,1,0,0,137500
"5097",22,1749,5e+05,86700000,3,0,1,0,0,1,0,1,0,0,3e+06
"5098",24,3839,5e+06,197250000,0,2,1,1,0,0,0,1,0,0,5e+06
"5099",25,2079,5e+06,163880000,0,1,1,1,0,0,0,1,0,0,6e+06
"5100",27,2698,6e+06,132300000,0,1,1,1,0,0,0,1,0,0,4e+06
"5101",22,1195,8e+06,3.1e+08,3,1,1,0,1,0,0,1,0,0,8666666.66666667
"5102",23,227,8666666.66666667,272180000,0,0,1,0,1,0,0,1,0,0,7e+06
"5103",21,467,208333.333333333,168050000,0,1,1,0,0,1,0,1,0,0,450000
"5104",24,2049,1125000,1.13e+08,0,0,1,0,0,1,0,1,0,0,5e+06
"5105",22,2810,4166666.66666667,336250000,1,3,1,0,0,1,0,1,0,0,14500000
"5106",23,2616,14500000,226050000,1,3,1,0,0,1,0,1,0,0,2.2e+07
"5107",25,2381,2.2e+07,228150000,4,2,1,0,0,1,0,1,0,0,22500000
"5108",24,810,1e+06,51800000,0,1,1,1,0,0,0,1,0,0,1166666.66666667
"5109",25,1459,1166666.66666667,65150000,0,1,1,1,0,0,0,1,0,0,683333.333333333
"5110",21,1979,366666.666666667,221300000,0,0,1,0,0,0,1,1,0,0,1500000
"5111",22,2616,1500000,221580000,0,1,1,0,0,0,1,1,0,0,1.1e+07
"5112",24,360,1.1e+07,858230000,0,0,1,0,0,0,1,1,0,0,9833333.33333333
"5113",27,1821,5250000,291150000,1,0,1,1,0,0,0,0,0,1,5750000
"5114",28,1285,5750000,303880000,3,2,1,1,0,0,0,0,0,1,4e+06
"5115",22,686,3583333.33333333,303600000,2,2,1,0,1,0,0,1,0,0,6500000
"5116",22,1868,1500000,122100000,9,3,1,0,0,1,0,1,0,0,4166666.66666667
"5117",23,1386,4166666.66666667,122650000,8,3,1,0,0,1,0,1,0,0,15500000
"5118",25,1995,15500000,377350000,10,4,1,0,0,1,0,0,0,1,1.6e+07
"5119",21,1618,1833333.33333333,3.6e+07,8,6,1,0,1,0,0,1,0,0,1500000
"5120",22,3389,2.3e+07,429400000,3,1,1,1,0,0,0,1,0,0,3.3e+07
"5121",23,3136,3.3e+07,398950000,0,1,1,1,0,0,0,1,0,0,37333333.3333333
"5122",25,2840,37333333.3333333,373250000,1,1,1,1,0,0,0,1,0,0,24500000
"5123",23,180,325000,207630000,0,0,1,0,0,0,1,1,0,0,350000
"5124",21,2520,75000,91430000,0,0,0,0,0,0,1,1,0,0,2e+05
"5125",25,1224,2e+06,63050000,0,1,1,1,0,0,0,1,0,0,2125000
"5126",28,2946,1e+07,244650000,24,8,0,0,1,0,0,1,0,0,1e+07
"5127",29,883,1e+07,252480000,4,2,0,0,1,0,0,1,0,0,1.3e+07
"5128",31,543,1.3e+07,255350000,1,1,0,0,1,0,0,1,0,0,8750000
"5129",22,2073,2.6e+07,643250000,1,2,1,0,0,1,0,0,0,1,25666666.6666667
"5130",23,3250,25666666.6666667,654050000,2,0,1,0,0,1,0,0,0,1,2.4e+07
"5131",23,3250,25666666.6666667,312700000,2,0,1,0,0,1,0,0,0,1,2.4e+07
"5132",25,2944,2.4e+07,377350000,1,0,1,0,0,1,0,0,0,1,18500000
"5133",25,3181,1e+06,31500000,1,4,1,1,0,0,0,1,0,0,8e+05
"5134",22,1240,350000,168050000,0,0,1,0,0,0,1,1,0,0,250000
"5135",23,1620,250000,16500000,0,0,1,0,0,0,1,1,0,0,475000
"5136",25,1800,475000,111980000,0,0,1,0,0,0,1,1,0,0,7e+05
"5137",22,3000,3e+05,3.6e+07,0,0,1,0,0,0,1,1,0,0,425000
"5138",23,2550,425000,21800000,0,0,1,0,0,0,1,1,0,0,1166666.66666667
"5139",22,2439,1.7e+07,1.17e+09,0,1,1,1,0,0,0,0,1,0,36250000
"5140",23,2342,36250000,705850000,0,0,1,1,0,0,0,0,1,0,31666666.6666667
"5141",25,2160,31666666.6666667,889200000,0,0,1,1,0,0,0,0,1,0,2.4e+07
"5142",26,925,1e+06,62780000,1,0,0,1,0,0,0,1,0,0,1333333.33333333
"5143",28,1553,1333333.33333333,96750000,0,1,0,1,0,0,0,1,0,0,8e+05
"5144",24,1077,1850000,240250000,7,0,1,0,1,0,0,1,0,0,1350000
"5145",25,366,1350000,211750000,2,0,1,0,1,0,0,1,0,0,966666.666666667
"5146",27,494,966666.666666667,63050000,1,1,1,0,1,0,0,1,0,0,8e+05
"5147",26,2411,1500000,300950000,1,2,0,1,0,0,0,1,0,0,3833333.33333333
"5148",27,2822,3833333.33333333,347550000,0,3,0,1,0,0,0,1,0,0,1.1e+07
"5149",28,1030,1.1e+07,406600000,0,0,0,1,0,0,0,1,0,0,12333333.3333333
"5150",24,2206,2.8e+07,871050000,3,6,1,0,1,0,0,1,0,0,42500000
"5151",25,1971,42500000,661880000,2,3,1,0,1,0,0,1,0,0,42500000
"5152",27,1445,42500000,633300000,0,3,1,0,1,0,0,1,0,0,2.7e+07
"5153",25,2311,325000,367680000,0,5,0,0,0,1,0,1,0,0,5e+05
"5154",24,200,13750000,578480000,0,0,1,1,0,0,0,0,0,1,2.5e+07
"5155",25,1494,2.5e+07,404330000,0,1,1,1,0,0,0,0,0,1,1.8e+07
"5156",25,1494,2.5e+07,291430000,0,1,1,1,0,0,0,1,0,0,1.8e+07
"5157",27,132,1.8e+07,4.3e+08,0,0,1,1,0,0,0,1,0,0,11250000
"5158",24,1220,14500000,617930000,5,0,1,0,0,1,0,1,0,0,18666666.6666667
"5159",25,2341,18666666.6666667,606050000,4,3,1,0,0,1,0,1,0,0,1.5e+07
"5160",27,1565,1.5e+07,663900000,3,3,1,0,0,1,0,1,0,0,13666666.6666667
"5161",23,462,3400000,646800000,0,0,1,0,0,1,0,1,0,0,7e+06
"5162",24,630,1200000,216750000,0,0,1,1,0,0,0,1,0,0,1500000
"5163",25,1050,1500000,135280000,0,0,1,1,0,0,0,1,0,0,2e+06
"5164",26,972,2e+06,127180000,0,1,1,1,0,0,0,1,0,0,2e+06
"5165",26,1796,4500000,240250000,0,0,0,1,0,0,0,1,0,0,3666666.66666667
"5166",27,3339,3666666.66666667,211750000,3,5,0,1,0,0,0,1,0,0,5250000
"5167",29,2396,5250000,204150000,2,2,0,1,0,0,0,1,0,0,5500000
"5168",24,2141,1e+07,248950000,2,1,1,1,0,0,0,0,0,1,2750000
"5169",24,2141,1e+07,61400000,2,1,1,1,0,0,0,1,0,0,2750000
"5170",24,2141,1e+07,34530000,2,1,1,1,0,0,0,1,0,0,2750000
"5171",24,172,550000,18180000,0,0,1,0,0,1,0,1,0,0,6e+05
"5172",24,2473,6e+05,51800000,8,6,1,0,1,0,0,1,0,0,816666.666666667
"5173",25,533,816666.666666667,65150000,2,0,1,0,1,0,0,1,0,0,1833333.33333333
"5174",27,2285,1833333.33333333,64930000,5,1,1,0,1,0,0,1,0,0,1200000
"5175",26,1431,5e+05,18180000,5,0,1,0,1,0,0,1,0,0,7e+05
"5176",27,279,7e+05,15180000,0,0,1,0,1,0,0,1,0,0,650000
"5177",23,659,566666.666666667,97400000,0,0,1,1,0,0,0,1,0,0,950000
"5178",23,1215,383333.333333333,367680000,0,1,1,0,0,1,0,1,0,0,350000
"5179",26,1679,750000,52330000,0,3,1,1,0,0,0,1,0,0,633333.333333333
"5180",23,3607,2.5e+07,578480000,2,0,1,1,0,0,0,0,0,1,38333333.3333333
"5181",24,3482,38333333.3333333,404330000,1,0,1,1,0,0,0,0,0,1,48333333.3333333
"5182",26,2637,48333333.3333333,547780000,1,2,1,1,0,0,0,0,0,1,3.6e+07
"5183",22,760,2600000,871050000,1,0,1,0,1,0,0,1,0,0,7e+06
"5184",23,828,7e+06,73630000,3,2,1,0,1,0,0,1,0,0,5250000
"5185",31,2883,1.5e+07,434100000,18,4,1,0,1,0,0,1,0,0,19333333.3333333
"5186",32,3428,19333333.3333333,411100000,23,7,1,0,1,0,0,1,0,0,2e+07
"5187",34,3421,2e+07,510700000,17,9,1,0,1,0,0,1,0,0,1.6e+07
"5188",23,3944,1250000,70650000,0,12,1,1,0,0,0,1,0,0,2500000
"5189",26,2817,5e+06,27400000,0,5,1,1,0,0,0,1,0,0,1920000
"5190",26,3546,1150000,14350000,3,4,0,0,0,1,0,1,0,0,7e+05
"5191",28,1889,7e+05,16800000,4,3,0,0,0,1,0,1,0,0,575000
"5192",23,2641,1875000,51800000,0,5,1,1,0,0,0,1,0,0,1833333.33333333
"5193",24,1654,1833333.33333333,53750000,0,2,1,1,0,0,0,1,0,0,3e+06
"5194",24,1654,1833333.33333333,65150000,0,2,1,1,0,0,0,1,0,0,3e+06
"5195",26,1312,3e+06,83400000,0,1,1,1,0,0,0,1,0,0,2400000
"5196",23,971,1e+06,51800000,0,0,1,0,0,1,0,1,0,0,1e+06
"5197",23,971,1e+06,20480000,0,0,1,0,0,1,0,1,0,0,1e+06
"5198",24,2595,1e+06,14700000,0,1,1,0,0,1,0,1,0,0,7e+05
"5199",26,1213,7e+05,12950000,1,0,1,0,0,1,0,1,0,0,775000
"5200",22,2839,2.2e+07,308300000,11,3,1,0,1,0,0,0,0,1,2.9e+07
"5201",22,2839,2.2e+07,578480000,11,3,1,0,1,0,0,0,0,1,2.9e+07
"5202",23,2563,2.9e+07,404330000,16,5,1,0,1,0,0,0,0,1,2.1e+07
"5203",23,2563,2.9e+07,208980000,16,5,1,0,1,0,0,1,0,0,2.1e+07
"5204",25,2953,2.1e+07,269150000,29,10,1,0,1,0,0,1,0,0,22666666.6666667
"5205",25,1102,1250000,11680000,0,0,1,1,0,0,0,1,0,0,1125000
"5206",26,1620,1125000,14550000,2,0,1,1,0,0,0,1,0,0,566666.666666667
"5207",27,3188,566666.666666667,22080000,1,1,1,1,0,0,0,1,0,0,412500
"5208",24,1499,3500000,242050000,2,7,1,0,1,0,0,1,0,0,2700000
"5209",20,962,1750000,617930000,1,0,1,1,0,0,0,1,0,0,2750000
"5210",21,617,2750000,606050000,0,3,1,1,0,0,0,1,0,0,5e+06
"5211",21,617,2750000,112530000,0,3,1,1,0,0,0,1,0,0,5e+06
"5212",23,2732,5e+06,157210000,5,6,1,1,0,0,0,1,0,0,5166666.66666667
"5213",26,13,6e+05,47780000,0,1,1,0,1,0,0,1,0,0,7e+05
"5214",23,1969,4750000,1.17e+09,1,2,1,0,0,1,0,0,1,0,5500000
"5215",24,651,5500000,71780000,0,0,1,0,0,1,0,1,0,0,4166666.66666667
"5216",23,450,666666.666666667,578480000,0,0,1,1,0,0,0,0,0,1,6e+05
"5217",23,450,666666.666666667,54530000,0,0,1,1,0,0,0,1,0,0,6e+05
"5218",23,870,4e+05,56580000,0,0,1,0,0,0,1,1,0,0,3e+05
"5219",25,1841,1e+06,34530000,5,0,1,0,0,1,0,1,0,0,7e+05
"5220",24,1805,375000,216750000,2,2,0,0,1,0,0,1,0,0,350000
"5221",23,3114,6250000,459050000,4,3,1,0,0,1,0,0,0,1,23333333.3333333
"5222",23,3114,6250000,367680000,4,3,1,0,0,1,0,1,0,0,23333333.3333333
"5223",24,2217,23333333.3333333,392730000,1,3,1,0,0,1,0,0,0,1,2.5e+07
"5224",26,3289,2.5e+07,395650000,2,2,1,0,0,1,0,0,0,1,18666666.6666667
"5225",23,3116,5750000,367680000,17,0,1,0,1,0,0,1,0,0,9500000
"5226",23,3116,5750000,97400000,17,0,1,0,1,0,0,1,0,0,9500000
"5227",24,3123,9500000,73630000,12,1,1,0,1,0,0,1,0,0,1.9e+07
"5228",25,1442,1.9e+07,530200000,5,3,1,0,1,0,0,1,0,0,15500000
"5229",25,636,725000,291150000,1,0,0,0,1,0,0,0,0,1,9e+05
"5230",22,2340,1350000,240100000,0,0,1,0,0,0,1,1,0,0,3375000
"5231",23,3051,3375000,1.67e+08,0,0,1,0,0,0,1,1,0,0,4500000
"5232",25,1639,4500000,155850000,0,0,1,0,0,0,1,1,0,0,8333333.33333333
"5233",22,475,6e+05,8.3e+07,0,0,1,0,0,1,0,1,0,0,5e+05
"5234",22,1241,9e+06,529100000,0,1,1,0,1,0,0,1,0,0,8666666.66666667
"5235",22,1241,9e+06,300950000,0,1,1,0,1,0,0,1,0,0,8666666.66666667
"5236",23,1464,8666666.66666667,87780000,4,1,1,0,1,0,0,1,0,0,4e+06
"5237",25,1294,4e+06,64100000,5,1,1,0,1,0,0,1,0,0,3100000
"5238",23,1411,4e+06,244650000,2,3,1,0,1,0,0,1,0,0,7e+06
"5239",24,2650,7e+06,252480000,9,6,1,0,1,0,0,1,0,0,5250000
"5240",26,1975,5250000,255350000,3,4,1,0,1,0,0,1,0,0,3833333.33333333
"5241",23,1860,1250000,1.13e+08,3,2,1,0,1,0,0,1,0,0,5833333.33333333
"5242",25,2718,1800000,54530000,1,0,1,0,0,1,0,1,0,0,1500000
"5243",24,2653,225000,871050000,18,3,1,0,1,0,0,1,0,0,175000
"5244",30,3630,1e+06,86950000,0,0,1,1,0,0,0,1,0,0,1833333.33333333
"5245",31,2970,1833333.33333333,81680000,3,0,1,1,0,0,0,1,0,0,2500000
"5246",33,3100,2500000,105180000,3,1,1,1,0,0,0,1,0,0,2250000
"5247",23,989,6e+06,291150000,2,1,1,0,0,1,0,0,0,1,4e+06
"5248",24,924,4e+06,303880000,2,0,1,0,0,1,0,0,0,1,4e+06
"5249",26,641,4e+06,326330000,0,0,1,0,0,1,0,0,0,1,3133333.33333333
"5250",24,869,237500,617930000,0,2,0,1,0,0,0,1,0,0,175000
"5251",23,2227,9e+05,54530000,0,3,0,1,0,0,0,1,0,0,950000
"5252",26,3240,7250000,367680000,0,0,1,0,0,0,1,1,0,0,5333333.33333333
"5253",26,3240,7250000,54530000,0,0,1,0,0,0,1,1,0,0,5333333.33333333
"5254",27,705,5333333.33333333,291430000,0,0,1,0,0,0,1,1,0,0,3250000
"5255",29,1799,3250000,4.3e+08,0,0,1,0,0,0,1,1,0,0,2e+06
"5256",24,2707,17333333.3333333,646800000,0,2,1,1,0,0,0,1,0,0,2.4e+07
"5257",25,1692,2.4e+07,548280000,1,2,1,1,0,0,0,1,0,0,1.9e+07
"5258",27,2141,1.9e+07,530200000,0,3,1,1,0,0,0,1,0,0,13666666.6666667
"5259",24,1930,933333.333333333,646800000,10,12,1,0,1,0,0,1,0,0,1200000
"5260",23,2105,433333.333333333,239230000,8,6,1,0,0,1,0,1,0,0,387500
"5261",23,305,6e+05,367680000,0,0,1,1,0,0,0,1,0,0,7e+05
"5262",22,1495,6e+05,367680000,1,2,1,1,0,0,0,1,0,0,2750000
"5263",26,4309,42666666.6666667,1.17e+09,26,5,1,0,1,0,0,0,1,0,68333333.3333333
"5264",27,3720,68333333.3333333,1e+09,22,12,1,0,1,0,0,0,1,0,118333333.333333
"5265",29,3719,118333333.333333,969650000,16,9,1,0,1,0,0,0,1,0,1.2e+08
"5266",25,2179,5e+06,137450000,2,0,1,0,0,1,0,1,0,0,1e+07
"5267",26,0,17333333.3333333,157210000,0,0,1,0,0,1,0,1,0,0,9666666.66666667
"5268",22,1050,5e+05,45330000,0,0,1,1,0,0,0,1,0,0,8e+05
"5269",23,1680,8e+05,48580000,1,3,1,1,0,0,0,1,0,0,9e+05
"5270",24,1508,9e+05,13730000,0,0,1,1,0,0,0,1,0,0,725000
"5271",27,2293,6e+05,18550000,3,1,0,1,0,0,0,1,0,0,7e+05
"5272",26,567,1500000,429400000,1,1,1,0,1,0,0,1,0,0,3200000
"5273",22,1560,5e+05,305400000,0,0,1,0,0,0,1,1,0,0,7333333.33333333
"5274",23,1170,7333333.33333333,210750000,0,0,1,0,0,0,1,1,0,0,9e+06
"5275",25,1484,9e+06,282800000,0,0,1,0,0,0,1,1,0,0,5166666.66666667
"5276",23,1841,1e+05,17250000,6,3,1,1,0,0,0,1,0,0,3e+05
"5277",25,924,162500,13630000,5,1,0,0,0,1,0,1,0,0,108333.333333333
"5278",26,1082,108333.333333333,13280000,1,2,0,0,0,1,0,1,0,0,125000
"5279",25,3105,4e+06,113250000,1,0,1,1,0,0,0,1,0,0,6e+06
"5280",30,354,933333.333333333,64100000,0,1,0,0,0,1,0,1,0,0,975000
"5281",22,2234,3083333.33333333,168050000,1,0,1,1,0,0,0,1,0,0,10166666.6666667
"5282",23,2393,10166666.6666667,135130000,0,1,1,1,0,0,0,1,0,0,8166666.66666667
"5283",25,2020,8166666.66666667,111980000,0,1,1,1,0,0,0,1,0,0,5200000
"5284",25,3071,5e+05,79700000,5,9,0,0,0,1,0,1,0,0,4540000
"5285",26,1673,4540000,171880000,2,4,0,0,0,1,0,1,0,0,7e+06
"5286",28,1409,7e+06,297500000,1,3,0,0,0,1,0,1,0,0,5266666.66666667
"5287",26,909,4e+05,54100000,2,1,1,0,1,0,0,1,0,0,1766666.66666667
"5288",28,2883,1766666.66666667,103500000,6,8,1,0,1,0,0,1,0,0,1700000
"5289",21,2517,10666666.6666667,429400000,1,3,1,1,0,0,0,1,0,0,1.6e+07
"5290",21,2517,10666666.6666667,385830000,1,3,1,1,0,0,0,1,0,0,1.6e+07
"5291",22,1069,1.6e+07,331030000,0,0,1,1,0,0,0,1,0,0,1.5e+07
"5292",24,704,1.5e+07,574950000,0,1,1,1,0,0,0,0,0,1,1.2e+07
"5293",24,413,6e+05,27200000,0,1,1,1,0,0,0,1,0,0,766666.666666667
"5294",25,1536,766666.666666667,22480000,0,1,1,1,0,0,0,1,0,0,8e+05
"5295",27,2754,8e+05,17580000,1,3,1,1,0,0,0,1,0,0,650000
"5296",22,1955,5e+06,1.17e+09,10,5,1,0,0,1,0,0,1,0,15250000
"5297",23,317,15250000,705850000,0,2,1,0,0,1,0,0,1,0,28333333.3333333
"5298",25,2085,28333333.3333333,889200000,1,0,1,0,0,1,0,0,1,0,2.4e+07
"5299",21,2769,287500,646800000,10,5,1,0,1,0,0,1,0,0,350000
"5300",22,1341,350000,112530000,4,1,1,0,1,0,0,1,0,0,1900000
"5301",29,3008,10500000,308300000,3,5,0,0,0,1,0,0,0,1,7750000
"5302",30,2074,7750000,109700000,1,3,0,0,0,1,0,1,0,0,7e+06
"5303",32,1963,7e+06,63050000,3,0,0,0,0,1,0,1,0,0,4750000
"5304",25,450,2e+06,434100000,0,0,1,0,0,0,1,1,0,0,6250000
"5305",26,360,6250000,411100000,0,0,1,0,0,0,1,1,0,0,8e+06
"5306",27,450,8e+06,510700000,0,0,1,0,0,0,1,1,0,0,6500000
"5307",28,764,4500000,96100000,0,1,0,1,0,0,0,1,0,0,1900000
"5308",29,1824,1900000,53750000,3,1,0,1,0,0,0,1,0,0,2500000
"5309",31,1573,2500000,83400000,0,0,0,1,0,0,0,1,0,0,1800000
"5310",23,540,450000,21800000,0,0,1,0,0,0,1,1,0,0,4e+05
"5311",23,1825,5e+05,51800000,7,6,1,0,1,0,0,1,0,0,650000
"5312",23,485,7500000,347150000,0,0,1,1,0,0,0,0,0,1,5833333.33333333
"5313",24,3301,5833333.33333333,224450000,6,1,1,1,0,0,0,0,0,1,3833333.33333333
"5314",26,3741,3833333.33333333,327600000,1,0,1,1,0,0,0,0,0,1,5600000
"5315",24,923,3e+06,219580000,2,2,1,0,0,1,0,1,0,0,2750000
"5316",26,1375,2750000,204580000,1,5,1,0,0,1,0,1,0,0,2400000
"5317",22,951,4250000,797600000,1,1,1,0,0,1,0,0,1,0,7375000
"5318",23,2267,7375000,670450000,2,4,1,0,0,1,0,0,1,0,1.5e+07
"5319",25,801,1.5e+07,326330000,1,4,1,0,0,1,0,0,0,1,12666666.6666667
"5320",25,1239,2666666.66666667,367680000,4,2,1,0,1,0,0,1,0,0,3e+06
"5321",25,1239,2666666.66666667,1.79e+08,4,2,1,0,1,0,0,1,0,0,3e+06
"5322",23,3550,2e+07,231700000,10,8,1,0,1,0,0,1,0,0,3e+07
"5323",25,2275,3e+07,430750000,7,12,1,0,1,0,0,1,0,0,40700000
"5324",24,2815,15333333.3333333,467950000,12,9,1,0,0,1,0,0,0,1,61250000
"5325",25,2769,61250000,244450000,7,7,1,0,0,1,0,1,0,0,5e+07
"5326",27,2860,5e+07,207700000,5,6,1,0,0,1,0,1,0,0,3.2e+07
"5327",27,1000,1350000,73530000,4,2,0,0,1,0,0,1,0,0,2800000
"5328",24,1769,2e+06,168450000,11,1,1,0,1,0,0,1,0,0,3500000
"5329",25,1776,3500000,171880000,11,1,1,0,1,0,0,1,0,0,6e+06
"5330",27,874,4e+05,45700000,0,0,1,0,0,1,0,1,0,0,412500
"5331",23,1255,1875000,113250000,0,0,1,1,0,0,0,1,0,0,1250000
"5332",24,1660,1250000,71880000,0,1,1,1,0,0,0,1,0,0,1583333.33333333
"5333",21,1608,366666.666666667,112450000,0,0,1,1,0,0,0,1,0,0,7e+05
"5334",22,1341,7e+05,109700000,0,0,1,1,0,0,0,1,0,0,1750000
"5335",25,2827,9e+05,51800000,9,3,1,0,0,1,0,1,0,0,933333.333333333
"5336",25,2622,9e+05,109850000,1,5,1,1,0,0,0,1,0,0,4625000
"5337",26,1415,4625000,331030000,1,4,1,1,0,0,0,1,0,0,8e+06
"5338",28,2562,8e+06,370350000,2,4,1,1,0,0,0,1,0,0,7250000
"5339",24,1292,1375000,131250000,0,3,1,1,0,0,0,1,0,0,1e+06
"5340",25,509,5250000,4.3e+08,4,0,1,0,0,1,0,1,0,0,5100000
"5341",21,2339,4500000,1.2e+09,1,5,1,1,0,0,0,0,1,0,9500000
"5342",22,1776,9500000,1.05e+09,1,0,1,1,0,0,0,0,1,0,26666666.6666667
"5343",24,2330,26666666.6666667,1.04e+09,0,2,1,1,0,0,0,0,1,0,2.2e+07
"5344",22,3048,1e+05,13630000,5,6,0,1,0,0,0,1,0,0,512500
"5345",23,2241,512500,13280000,1,5,0,1,0,0,0,1,0,0,950000
"5346",25,2873,950000,14630000,3,2,0,1,0,0,0,1,0,0,1e+06
"5347",24,633,550000,23600000,0,0,1,1,0,0,0,1,0,0,575000
"5348",25,696,687500,14630000,0,0,1,1,0,0,0,1,0,0,350000
"5349",22,2909,2750000,49180000,11,3,1,0,0,1,0,1,0,0,1833333.33333333
"5350",23,2227,1833333.33333333,30530000,3,4,1,0,0,1,0,1,0,0,2e+06
"5351",25,2647,2e+06,31500000,2,5,1,0,0,1,0,1,0,0,1600000
"5352",23,4157,11600000,617930000,0,2,1,1,0,0,0,1,0,0,48750000
"5353",24,3399,48750000,606050000,0,2,1,1,0,0,0,1,0,0,6e+07
"5354",26,3380,6e+07,663900000,3,0,1,1,0,0,0,1,0,0,49333333.3333333
"5355",21,2788,3e+05,248950000,3,0,1,1,0,0,0,0,0,1,175000
"5356",22,1853,175000,208680000,0,3,1,1,0,0,0,0,0,1,2062500
"5357",22,1255,8e+06,302900000,1,3,1,0,1,0,0,1,0,0,1.8e+07
"5358",23,3834,1.8e+07,320330000,6,12,1,0,1,0,0,1,0,0,21500000
"5359",25,2850,21500000,450300000,3,3,1,0,1,0,0,1,0,0,33125000
"5360",28,1804,3500000,302900000,2,0,1,1,0,0,0,1,0,0,5500000
"5361",29,3903,5500000,320330000,3,1,1,1,0,0,0,1,0,0,5e+06
"5362",31,2678,5e+06,450300000,3,0,1,1,0,0,0,1,0,0,7333333.33333333
"5363",24,1852,1250000,70500000,4,5,1,0,0,1,0,1,0,0,3937500
"5364",25,304,3937500,62080000,1,0,1,0,0,1,0,1,0,0,4500000
"5365",27,1985,8e+05,12950000,0,3,1,0,0,1,0,1,0,0,550000
"5366",24,2602,1e+05,367680000,1,0,1,0,0,1,0,1,0,0,1e+05
"5367",23,3119,5e+06,237850000,1,5,1,0,0,1,0,1,0,0,8500000
"5368",24,1605,8500000,219580000,1,2,1,0,0,1,0,1,0,0,6500000
"5369",23,761,8166666.66666667,459050000,0,0,1,1,0,0,0,0,0,1,8250000
"5370",24,1818,8250000,102730000,2,5,1,1,0,0,0,1,0,0,7e+06
"5371",26,3313,7e+06,395650000,1,6,1,1,0,0,0,0,0,1,4050000
"5372",23,139,4e+05,54530000,0,0,1,0,0,1,0,1,0,0,6e+05
"5373",26,2880,350000,17580000,17,7,1,0,0,1,0,1,0,0,431250
"5374",28,3150,750000,18800000,2,1,0,1,0,0,0,1,0,0,9e+05
"5375",29,1027,9e+05,14780000,0,1,0,1,0,0,0,1,0,0,833333.333333333
"5376",31,2788,833333.333333333,16800000,3,2,0,1,0,0,0,1,0,0,525000
"5377",24,2250,112500,3.6e+07,0,0,0,0,0,0,1,1,0,0,670000
"5378",25,3063,350000,3.6e+07,1,1,0,0,0,1,0,1,0,0,637500
"5379",26,2307,637500,21800000,2,0,0,0,0,1,0,1,0,0,1250000
"5380",28,2378,1250000,21350000,0,0,0,0,0,1,0,1,0,0,1966666.66666667
"5381",24,2370,4e+05,70650000,0,0,1,0,0,0,1,1,0,0,4e+05
"5382",27,630,1150000,103500000,0,0,1,0,0,0,1,1,0,0,1233333.33333333
"5383",25,1736,2500000,308300000,0,1,1,0,0,1,0,0,0,1,7500000
"5384",26,1708,7500000,145400000,0,0,1,0,0,1,0,1,0,0,7e+06
"5385",26,1708,7500000,109700000,0,0,1,0,0,1,0,1,0,0,7e+06
"5386",28,1839,7e+06,111650000,2,0,1,0,0,1,0,1,0,0,5500000
"5387",25,563,5e+05,3.6e+07,1,0,1,0,1,0,0,1,0,0,216666.666666667
"5388",26,131,216666.666666667,21800000,0,0,1,0,1,0,0,1,0,0,150000
"5389",23,333,1500000,98480000,2,0,0,0,0,1,0,1,0,0,1833333.33333333
"5390",22,2608,24666666.6666667,1e+09,3,6,1,0,0,1,0,1,0,0,6.5e+07
"5391",23,1147,6.5e+07,721350000,0,0,1,0,0,1,0,1,0,0,4e+07
"5392",25,1626,4e+07,773100000,2,5,1,0,0,1,0,1,0,0,1.9e+07
"5393",22,1035,150000,21300000,0,0,1,0,0,1,0,1,0,0,275000
"5394",25,2652,366666.666666667,1.13e+08,2,0,1,0,0,1,0,1,0,0,1960000
"5395",24,1933,2e+06,54100000,5,2,1,0,1,0,0,1,0,0,1833333.33333333
"5396",26,1139,1833333.33333333,103500000,3,1,1,0,1,0,0,1,0,0,3433333.33333333
"5397",23,2790,4e+05,65800000,0,0,1,0,0,0,1,1,0,0,3e+06
"5398",24,1199,3e+06,50230000,0,0,1,0,0,0,1,1,0,0,2500000
"5399",26,680,2500000,619250000,0,0,1,0,0,0,1,0,0,1,1600000
"5400",24,1425,1400000,54700000,3,3,1,0,0,1,0,1,0,0,1e+06
"5401",24,1577,225000,13280000,4,4,1,0,1,0,0,1,0,0,316666.666666667
