"","age","minutes","lvalue","total_market_value","goals","assists","seleccion","pos_Defensa","pos_Delantero","pos_Medio Centro","pos_Portero","equipo_0","equipo_1","equipo_2","value"
"1752",30,3285,9e+06,294750000,0,0,1,0,0,0,1,0,0,1,1.8e+07
"1753",32,750,1.8e+07,418250000,0,0,1,0,0,0,1,0,0,1,12250000
"1754",26,2771,2500000,240100000,3,1,1,1,0,0,0,1,0,0,5600000
"1755",27,3092,5600000,1.67e+08,1,2,1,1,0,0,0,1,0,0,7500000
"1756",29,3245,7500000,155850000,0,0,1,1,0,0,0,1,0,0,7166666.66666667
"1757",28,1732,225000,17250000,2,1,1,0,0,1,0,1,0,0,316666.666666667
"1758",28,4215,18500000,3.83e+08,15,23,1,0,0,1,0,0,0,1,20666666.6666667
"1759",29,4111,20666666.6666667,312700000,30,19,1,0,0,1,0,0,0,1,23500000
"1760",31,2833,23500000,377350000,16,6,1,0,0,1,0,0,0,1,21166666.6666667
"1761",26,437,1125000,503150000,0,0,1,0,0,0,1,1,0,0,966666.666666667
"1762",27,450,966666.666666667,30530000,0,0,1,0,0,0,1,1,0,0,7e+05
"1763",29,3060,7e+05,11630000,0,0,1,0,0,0,1,1,0,0,550000
"1764",30,2150,2e+05,12030000,4,4,0,0,1,0,0,1,0,0,166666.666666667
"1765",31,2115,1800000,2.89e+08,0,0,0,0,0,0,1,1,0,0,4125000
"1766",32,3150,4125000,189330000,0,1,0,0,0,0,1,1,0,0,5e+06
"1767",34,3330,5e+06,193850000,0,0,0,0,0,0,1,1,0,0,4e+06
"1768",29,1717,4250000,112450000,1,2,0,1,0,0,0,1,0,0,3833333.33333333
"1769",28,2972,2083333.33333333,48630000,5,4,1,0,0,1,0,1,0,0,1666666.66666667
"1770",29,1946,1666666.66666667,26750000,0,1,1,0,0,1,0,1,0,0,1250000
"1771",31,2641,1250000,18550000,3,0,1,0,0,1,0,1,0,0,512500
"1772",27,2495,550000,17250000,5,5,0,0,1,0,0,1,0,0,616666.666666667
"1773",28,3146,3166666.66666667,97250000,1,2,1,1,0,0,0,1,0,0,7e+06
"1774",29,2756,7e+06,156050000,3,0,1,1,0,0,0,1,0,0,6e+06
"1775",31,1621,450000,14650000,0,0,1,0,0,1,0,1,0,0,3e+05
"1776",29,4333,6e+07,1.2e+09,0,2,1,0,0,1,0,0,1,0,78333333.3333333
"1777",30,3265,78333333.3333333,930930000,2,2,1,0,0,1,0,0,1,0,42500000
"1778",32,3518,42500000,817500000,0,5,1,0,0,1,0,0,1,0,21500000
"1779",31,701,3750000,145400000,0,0,1,1,0,0,0,1,0,0,2750000
"1780",29,3150,1e+06,8.3e+07,0,0,1,0,0,0,1,1,0,0,2625000
"1781",30,3188,2625000,87780000,0,0,1,0,0,0,1,1,0,0,6e+06
"1782",32,2250,6e+06,63050000,0,0,1,0,0,0,1,1,0,0,4150000
"1783",30,3099,26500000,1.17e+09,13,5,1,0,1,0,0,0,1,0,2.5e+07
"1784",31,1273,2.5e+07,705850000,2,3,1,0,1,0,0,0,1,0,18500000
"1785",33,2429,18500000,395650000,6,7,1,0,1,0,0,0,0,1,9125000
"1786",30,2202,8500000,248950000,1,1,0,1,0,0,0,0,0,1,8e+06
"1787",31,1890,8e+06,427800000,0,2,0,1,0,0,0,1,0,0,4e+06
"1788",33,938,4e+06,292600000,1,2,0,1,0,0,0,0,0,1,2850000
"1789",29,2552,1650000,8.3e+07,1,2,1,0,0,1,0,1,0,0,1033333.33333333
"1790",30,2309,1033333.33333333,87780000,1,2,1,0,0,1,0,1,0,0,2e+06
"1791",32,3623,2e+06,63050000,7,5,1,0,0,1,0,1,0,0,1550000
"1792",30,2420,9333333.33333333,434100000,5,2,0,0,0,1,0,1,0,0,9666666.66666667
"1793",30,2420,9333333.33333333,248950000,5,2,0,0,0,1,0,0,0,1,9666666.66666667
"1794",31,2808,9666666.66666667,208680000,1,3,0,0,0,1,0,0,0,1,8250000
"1795",33,1225,8250000,292600000,0,0,0,0,0,1,0,0,0,1,5e+06
"1796",30,2956,1.1e+07,239100000,11,5,0,0,1,0,0,1,0,0,1e+07
"1797",31,2234,1e+07,199600000,10,2,0,0,1,0,0,1,0,0,9e+06
"1798",32,693,2e+06,141150000,5,0,1,0,1,0,0,1,0,0,2600000
"1799",27,1048,1250000,17980000,4,1,1,0,1,0,0,1,0,0,816666.666666667
"1800",28,790,2333333.33333333,122100000,0,0,1,0,0,1,0,1,0,0,1750000
"1801",29,752,1750000,122650000,0,0,1,0,0,1,0,1,0,0,2250000
"1802",29,1782,1250000,23550000,1,3,1,0,0,1,0,1,0,0,1500000
"1803",27,1799,3666666.66666667,229250000,7,7,1,0,0,1,0,1,0,0,5e+06
"1804",28,1631,5e+06,207600000,3,5,1,0,0,1,0,1,0,0,9333333.33333333
"1805",30,1163,9333333.33333333,256830000,2,2,1,0,0,1,0,1,0,0,7e+06
"1806",27,419,1500000,97250000,0,1,1,1,0,0,0,1,0,0,866666.666666667
"1807",26,2328,8500000,305400000,1,0,1,0,0,1,0,1,0,0,1.2e+07
"1808",27,2396,1.2e+07,210750000,0,0,1,0,0,1,0,1,0,0,1e+07
"1809",29,1947,1e+07,282800000,1,1,1,0,0,1,0,1,0,0,8e+06
"1810",27,3812,3e+06,303500000,9,3,1,0,0,1,0,1,0,0,6333333.33333333
"1811",28,3257,6333333.33333333,244450000,6,6,1,0,0,1,0,1,0,0,21666666.6666667
"1812",30,2788,21666666.6666667,207700000,10,6,1,0,0,1,0,1,0,0,2e+07
"1813",26,1702,3e+06,8.3e+07,2,2,1,0,1,0,0,1,0,0,2166666.66666667
"1814",31,1552,3e+06,231700000,2,4,1,1,0,0,0,1,0,0,2750000
"1815",33,1103,2750000,430750000,0,0,1,1,0,0,0,1,0,0,2e+06
"1816",29,420,2750000,70650000,0,0,1,1,0,0,0,1,0,0,2e+06
"1817",33,270,4e+06,30530000,0,0,1,0,0,1,0,1,0,0,2250000
"1818",28,509,850000,26500000,0,0,0,0,1,0,0,1,0,0,4e+05
"1819",29,91,4e+05,14550000,0,0,0,0,1,0,0,1,0,0,275000
"1820",24,799,1625000,503150000,1,0,1,1,0,0,0,1,0,0,5250000
"1821",25,1290,5250000,106750000,1,1,1,1,0,0,0,1,0,0,6e+06
"1822",25,1290,5250000,400400000,1,1,1,1,0,0,0,1,0,0,6e+06
"1823",27,3718,6e+06,52750000,1,2,1,1,0,0,0,1,0,0,4266666.66666667
"1824",28,1613,5e+05,12030000,6,1,1,0,1,0,0,1,0,0,5e+05
"1825",29,1515,5e+05,30480000,6,4,1,0,1,0,0,1,0,0,466666.666666667
"1826",27,769,3250000,138600000,0,2,1,0,0,1,0,1,0,0,4500000
"1827",29,1343,4500000,149850000,1,0,1,0,0,1,0,1,0,0,3033333.33333333
"1828",28,2341,1.2e+07,2.89e+08,0,3,1,1,0,0,0,1,0,0,1.1e+07
"1829",29,2625,1.1e+07,189330000,1,1,1,1,0,0,0,1,0,0,1e+07
"1830",31,3166,1e+07,193850000,1,0,1,1,0,0,0,1,0,0,8e+06
"1831",27,742,3e+05,1.13e+08,3,2,0,0,1,0,0,1,0,0,4666666.66666667
"1832",27,604,1.6e+07,659050000,5,1,1,0,1,0,0,0,0,1,1.5e+07
"1833",28,997,1.5e+07,199600000,3,1,1,0,1,0,0,1,0,0,10500000
"1834",30,1548,10500000,290400000,6,3,1,0,1,0,0,1,0,0,6250000
"1835",28,3240,2750000,114100000,1,2,1,1,0,0,0,1,0,0,3200000
"1836",29,2706,3200000,106750000,1,2,1,1,0,0,0,1,0,0,9500000
"1837",31,2795,9500000,79800000,0,1,1,1,0,0,0,1,0,0,6e+06
"1838",28,1084,2.5e+07,1e+09,1,3,1,0,1,0,0,1,0,0,23750000
"1839",29,1482,23750000,721350000,3,3,1,0,1,0,0,1,0,0,1.8e+07
"1840",31,454,1.8e+07,773100000,0,1,1,0,1,0,0,1,0,0,12250000
"1841",31,3349,1566666.66666667,47650000,3,2,1,1,0,0,0,1,0,0,1200000
"1842",29,2490,1125000,195700000,0,3,1,1,0,0,0,1,0,0,2333333.33333333
"1843",30,3341,2333333.33333333,156050000,1,0,1,1,0,0,0,1,0,0,4e+06
"1844",30,1183,50000,32880000,0,0,1,0,0,0,1,1,0,0,1e+05
"1845",30,1307,825000,21100000,6,0,1,0,0,1,0,1,0,0,833333.333333333
"1846",31,1007,833333.333333333,19400000,1,0,1,0,0,1,0,1,0,0,550000
"1847",28,3469,2e+06,302900000,1,0,1,1,0,0,0,1,0,0,4166666.66666667
"1848",29,1563,4166666.66666667,411100000,1,0,1,1,0,0,0,1,0,0,6e+06
"1849",29,1563,4166666.66666667,320330000,1,0,1,1,0,0,0,1,0,0,6e+06
"1850",30,643,5e+05,137450000,0,0,0,0,0,0,1,1,0,0,5e+05
"1851",33,2952,8e+06,529100000,1,1,1,1,0,0,0,1,0,0,5166666.66666667
"1852",30,1449,4500000,231700000,0,0,1,1,0,0,0,1,0,0,3750000
"1853",32,285,3750000,430750000,0,1,1,1,0,0,0,1,0,0,2800000
"1854",29,3400,2250000,238100000,0,0,0,1,0,0,0,1,0,0,2966666.66666667
"1855",30,2644,3500000,141150000,3,1,1,1,0,0,0,1,0,0,3033333.33333333
"1856",25,428,625000,302900000,2,0,1,0,1,0,0,1,0,0,5e+05
"1857",27,2847,5e+05,61400000,3,3,1,1,0,0,0,1,0,0,1050000
"1858",30,2977,3e+06,64100000,1,0,1,1,0,0,0,1,0,0,2466666.66666667
"1859",27,1898,2500000,108550000,4,7,1,0,1,0,0,1,0,0,1750000
"1860",28,1964,1750000,90500000,5,5,1,0,1,0,0,1,0,0,3666666.66666667
"1861",30,1779,3666666.66666667,1.13e+08,0,2,1,0,1,0,0,1,0,0,3350000
"1862",28,127,6e+06,313400000,0,0,1,0,0,1,0,1,0,0,4e+06
"1863",27,2753,1250000,97250000,1,4,1,0,0,1,0,1,0,0,4400000
"1864",30,1116,5666666.66666667,64100000,1,0,1,0,0,1,0,1,0,0,2600000
"1865",31,1916,550000,26500000,1,1,1,1,0,0,0,1,0,0,450000
"1866",32,806,450000,14550000,0,1,1,1,0,0,0,1,0,0,233333.333333333
"1867",31,1733,850000,61400000,0,0,0,0,0,1,0,1,0,0,1500000
"1868",27,570,2e+06,122100000,1,0,1,0,0,1,0,1,0,0,2500000
"1869",28,624,6250000,308300000,0,3,1,0,0,1,0,0,0,1,2500000
"1870",28,624,6250000,70500000,0,3,1,0,0,1,0,1,0,0,2500000
"1871",35,2070,4e+05,51800000,0,0,0,0,0,0,1,1,0,0,3e+05
"1872",36,3450,3e+05,65150000,0,1,0,0,0,0,1,1,0,0,2e+05
"1873",26,1862,3812500,336250000,6,2,1,0,0,1,0,1,0,0,9e+06
"1874",26,1862,3812500,143750000,6,2,1,0,0,1,0,1,0,0,9e+06
"1875",27,911,9e+06,226050000,2,1,1,0,0,1,0,1,0,0,6250000
"1876",29,711,6250000,269150000,0,3,1,0,0,1,0,1,0,0,3750000
"1877",30,2989,2100000,9.9e+07,2,5,0,0,0,1,0,1,0,0,2300000
"1878",31,1004,2300000,102900000,0,2,0,0,0,1,0,1,0,0,2833333.33333333
"1879",26,2351,116666666.666667,1.01e+09,23,13,1,0,1,0,0,1,0,0,1.8e+08
"1880",27,2386,1.8e+08,874150000,19,12,1,0,1,0,0,1,0,0,1.7e+08
"1881",29,12620,1.7e+08,8.05e+08,86,46,1,0,1,0,0,1,0,0,1.28e+08
"1882",28,959,4166666.66666667,97400000,2,0,1,0,1,0,0,1,0,0,3250000
"1883",29,818,3250000,73630000,1,3,1,0,1,0,0,1,0,0,1750000
"1884",29,2650,1.7e+07,529100000,2,2,1,1,0,0,0,1,0,0,1.4e+07
"1885",30,2082,1.4e+07,420300000,0,1,1,1,0,0,0,1,0,0,13500000
"1886",32,6872,13500000,511200000,1,3,1,1,0,0,0,1,0,0,9500000
"1887",24,44,2750000,168050000,0,0,1,0,0,0,1,1,0,0,1125000
"1888",25,90,1125000,135130000,0,0,1,0,0,0,1,1,0,0,1e+06
"1889",27,2470,8750000,194350000,0,1,1,1,0,0,0,1,0,0,10250000
"1890",28,1901,10250000,200780000,0,1,1,1,0,0,0,1,0,0,8e+06
"1891",30,553,8e+06,207700000,1,1,1,1,0,0,0,1,0,0,5750000
"1892",31,1102,333333.333333333,91430000,2,0,0,1,0,0,0,1,0,0,3e+05
"1893",25,2972,5.5e+07,617930000,17,5,1,0,1,0,0,1,0,0,97500000
"1894",26,2185,97500000,874150000,20,4,1,0,1,0,0,1,0,0,8e+07
"1895",28,1702,8e+07,8.05e+08,13,6,1,0,1,0,0,1,0,0,57500000
"1896",28,2493,21500000,459050000,1,5,1,0,0,1,0,0,0,1,26500000
"1897",28,2493,21500000,258350000,1,5,1,0,0,1,0,1,0,0,26500000
"1898",29,1773,26500000,216150000,2,4,1,0,0,1,0,1,0,0,1.6e+07
"1899",28,549,21750000,3.59e+08,2,1,1,0,1,0,0,1,0,0,2.1e+07
"1900",29,985,2.1e+07,303600000,5,1,1,0,1,0,0,1,0,0,17500000
"1901",31,1099,17500000,334900000,3,5,1,0,1,0,0,1,0,0,9666666.66666667
"1902",26,2603,11666666.6666667,239230000,9,14,1,0,0,1,0,1,0,0,1.3e+07
"1903",28,2667,550000,79700000,2,1,1,1,0,0,0,1,0,0,1033333.33333333
"1904",29,1199,1033333.33333333,89480000,0,0,1,1,0,0,0,1,0,0,1625000
"1905",31,1463,1625000,111650000,0,1,1,1,0,0,0,1,0,0,1100000
"1906",26,4129,41666666.6666667,898600000,10,17,1,0,0,1,0,0,0,1,76666666.6666667
"1907",27,2666,76666666.6666667,806800000,7,6,1,0,0,1,0,0,0,1,91666666.6666667
"1908",27,2666,76666666.6666667,606050000,7,6,1,0,0,1,0,1,0,0,91666666.6666667
"1909",29,1693,91666666.6666667,663900000,4,1,1,0,0,1,0,1,0,0,59600000
"1910",25,2070,1250000,97250000,1,0,1,1,0,0,0,1,0,0,3250000
"1911",27,1404,2166666.66666667,96750000,0,0,1,1,0,0,0,1,0,0,1100000
"1912",29,4510,3.2e+07,1.2e+09,3,17,1,1,0,0,0,0,1,0,6e+07
"1913",30,2819,6e+07,930930000,2,9,1,1,0,0,0,0,1,0,5e+07
"1914",32,4196,5e+07,817500000,5,15,1,1,0,0,0,0,1,0,3.5e+07
"1915",26,3098,6333333.33333333,4.79e+08,4,8,1,1,0,0,0,0,0,1,9e+06
"1916",27,3217,9e+06,570480000,3,4,1,1,0,0,0,0,0,1,20333333.3333333
"1917",29,2175,20333333.3333333,574950000,2,2,1,1,0,0,0,0,0,1,18750000
"1918",25,584,7e+05,135400000,0,0,1,1,0,0,0,1,0,0,2340000
"1919",27,2589,750000,16380000,15,3,1,0,1,0,0,1,0,0,716666.666666667
"1920",28,2610,3166666.66666667,139250000,3,7,0,1,0,0,0,1,0,0,3e+06
"1921",29,3050,3e+06,122650000,5,2,0,1,0,0,0,1,0,0,5e+06
"1922",30,2576,5e+06,139100000,3,2,0,1,0,0,0,1,0,0,4e+06
"1923",28,1831,1800000,18800000,2,1,1,0,0,1,0,1,0,0,1500000
"1924",31,603,850000,22080000,0,3,1,0,0,1,0,1,0,0,387500
"1925",28,3314,1900000,112530000,3,7,1,0,0,1,0,1,0,0,3500000
"1926",30,2621,3500000,157210000,3,7,1,0,0,1,0,1,0,0,4750000
"1927",27,2097,1500000,52330000,5,6,1,0,0,1,0,1,0,0,3e+06
"1928",35,916,2e+05,86700000,0,0,0,1,0,0,0,1,0,0,2e+05
"1929",31,963,1.3e+07,308300000,5,3,1,0,1,0,0,0,0,1,4666666.66666667
"1930",32,1534,4666666.66666667,294750000,7,4,1,0,1,0,0,0,0,1,2e+06
"1931",32,1534,4666666.66666667,1.67e+08,7,4,1,0,1,0,0,1,0,0,2e+06
"1932",34,2671,2e+06,155850000,9,6,1,0,1,0,0,1,0,0,1550000
"1933",37,649,66666.6666666667,64680000,0,1,0,1,0,0,0,1,0,0,1e+05
"1934",31,2165,6e+06,244650000,0,0,1,0,0,1,0,1,0,0,5e+06
"1935",27,1814,1800000,97400000,0,0,1,1,0,0,0,1,0,0,1066666.66666667
"1936",27,1814,1800000,54530000,0,0,1,1,0,0,0,1,0,0,1066666.66666667
"1937",28,366,1066666.66666667,73630000,0,0,1,1,0,0,0,1,0,0,650000
"1938",29,2108,7e+05,27200000,0,3,1,1,0,0,0,1,0,0,633333.333333333
"1939",28,189,212500,16380000,0,0,1,1,0,0,0,1,0,0,150000
"1940",32,2195,450000,8.3e+07,0,1,0,1,0,0,0,1,0,0,4e+05
"1941",33,2275,4e+05,87780000,0,0,0,1,0,0,0,1,0,0,8e+05
"1942",31,450,7e+06,3.59e+08,0,0,1,0,0,0,1,1,0,0,4666666.66666667
"1943",32,1563,4666666.66666667,1e+09,0,0,1,0,0,0,1,0,1,0,4500000
"1944",34,540,4500000,969650000,0,0,1,0,0,0,1,0,1,0,3333333.33333333
"1945",26,1039,1.1e+07,244650000,2,1,1,0,0,1,0,1,0,0,13333333.3333333
"1946",27,2254,13333333.3333333,252480000,6,2,1,0,0,1,0,1,0,0,16500000
"1947",29,2797,16500000,255350000,2,3,1,0,0,1,0,1,0,0,14500000
"1948",31,2123,1500000,96100000,1,3,0,1,0,0,0,1,0,0,2e+06
"1949",32,2007,2e+06,53750000,1,0,0,1,0,0,0,1,0,0,2e+06
"1950",34,2934,2e+06,83400000,0,1,0,1,0,0,0,1,0,0,1550000
"1951",30,2768,3e+06,240250000,4,0,1,1,0,0,0,1,0,0,2166666.66666667
"1952",30,2768,3e+06,61400000,4,0,1,1,0,0,0,1,0,0,2166666.66666667
"1953",31,1896,2166666.66666667,175450000,0,0,1,1,0,0,0,1,0,0,1900000
"1954",33,971,1900000,170100000,0,0,1,1,0,0,0,1,0,0,1200000
"1955",30,2790,2750000,240250000,0,0,0,0,0,0,1,1,0,0,3333333.33333333
"1956",31,726,3333333.33333333,211750000,0,0,0,0,0,0,1,1,0,0,3750000
"1957",33,0,3750000,204150000,0,0,0,0,0,0,1,1,0,0,2400000
"1958",29,260,5e+06,240250000,0,0,1,0,0,1,0,1,0,0,4333333.33333333
"1959",30,975,4333333.33333333,156050000,0,0,1,0,0,1,0,1,0,0,2500000
"1960",31,1440,8e+05,62780000,3,1,0,0,0,1,0,1,0,0,733333.333333333
"1961",33,1463,733333.333333333,96750000,0,0,0,0,0,1,0,1,0,0,537500
"1962",22,1764,3e+05,102900000,3,0,1,1,0,0,0,1,0,0,516666.666666667
"1963",22,1764,3e+05,13280000,3,0,1,1,0,0,0,1,0,0,516666.666666667
"1964",28,0,1500000,112450000,0,0,0,0,0,0,1,1,0,0,8e+05
"1965",31,2084,3250000,108550000,5,1,1,1,0,0,0,1,0,0,2e+06
"1966",32,1288,2e+06,90500000,3,0,1,1,0,0,0,1,0,0,1750000
"1967",34,1225,1750000,1.13e+08,2,1,1,1,0,0,0,1,0,0,1100000
"1968",30,2274,450000,61400000,1,3,0,0,1,0,0,1,0,0,1200000
"1969",33,2566,1650000,64100000,2,4,0,0,1,0,0,1,0,0,1100000
"1970",30,2372,1.6e+07,240100000,21,6,1,0,1,0,0,1,0,0,2.2e+07
"1971",31,3323,2.2e+07,1.67e+08,14,3,1,0,1,0,0,1,0,0,21666666.6666667
"1972",33,2899,21666666.6666667,155850000,14,15,1,0,1,0,0,1,0,0,1.3e+07
"1973",27,260,2333333.33333333,216750000,0,0,1,1,0,0,0,1,0,0,1800000
"1974",27,260,2333333.33333333,97400000,0,0,1,1,0,0,0,1,0,0,1800000
"1975",28,267,1800000,135280000,0,0,1,1,0,0,0,1,0,0,1150000
"1976",30,177,1150000,127180000,0,0,1,1,0,0,0,1,0,0,641666.666666667
"1977",32,2159,2250000,195700000,0,0,0,1,0,0,0,1,0,0,1e+06
"1978",33,2375,1e+06,156050000,1,2,0,1,0,0,0,1,0,0,1e+06
"1979",32,234,4e+05,64680000,0,0,1,0,0,1,0,1,0,0,366666.666666667
"1980",27,2481,6600000,367680000,2,5,1,1,0,0,0,1,0,0,1.1e+07
"1981",28,3235,1.1e+07,291430000,2,7,1,1,0,0,0,1,0,0,1.2e+07
"1982",30,21026,1.2e+07,4.3e+08,12,7,1,1,0,0,0,1,0,0,14500000
"1983",28,1636,5e+06,102730000,7,1,1,0,1,0,0,1,0,0,2833333.33333333
"1984",30,1657,2833333.33333333,28350000,2,8,1,0,1,0,0,1,0,0,1300000
"1985",26,3195,15333333.3333333,659050000,0,0,1,0,0,0,1,0,0,1,21250000
"1986",27,2860,21250000,607650000,0,0,1,0,0,0,1,0,0,1,32500000
"1987",29,4422,32500000,619250000,0,1,1,0,0,0,1,0,0,1,30666666.6666667
"1988",27,4024,3500000,168450000,4,8,1,0,0,1,0,1,0,0,3666666.66666667
"1989",28,1314,3666666.66666667,171880000,1,1,1,0,0,1,0,1,0,0,7333333.33333333
"1990",30,1298,7333333.33333333,297500000,4,3,1,0,0,1,0,1,0,0,4850000
"1991",27,2745,575000,3.6e+07,1,0,0,1,0,0,0,1,0,0,550000
"1992",25,1251,3833333.33333333,91430000,3,2,1,0,1,0,0,1,0,0,2750000
"1993",27,3891,8e+06,237850000,32,10,1,0,1,0,0,1,0,0,8333333.33333333
"1994",28,2703,8333333.33333333,294750000,10,4,1,0,1,0,0,0,0,1,1.2e+07
"1995",30,2138,1.2e+07,418250000,9,1,1,0,1,0,0,0,0,1,10750000
"1996",30,1012,9e+05,113250000,0,0,1,0,0,0,1,1,0,0,8e+05
"1997",31,450,8e+05,71880000,0,0,1,0,0,0,1,1,0,0,7e+05
"1998",35,489,58333.3333333333,21200000,0,0,1,0,0,0,1,1,0,0,1e+05
"1999",26,2774,9e+05,94950000,0,5,0,1,0,0,0,1,0,0,1500000
"2000",27,2356,1500000,71780000,1,3,0,1,0,0,0,1,0,0,3833333.33333333
"2001",31,1510,6e+05,12030000,1,0,1,1,0,0,0,1,0,0,350000
"2002",28,2715,1500000,18180000,1,9,1,1,0,0,0,1,0,0,1e+06
"2003",29,571,1e+06,102900000,0,0,1,1,0,0,0,1,0,0,1e+06
"2004",27,2743,3e+06,109850000,1,1,1,1,0,0,0,1,0,0,4375000
"2005",28,1534,4375000,81680000,1,1,1,1,0,0,0,1,0,0,6e+06
"2006",30,1809,6e+06,113850000,2,0,1,1,0,0,0,1,0,0,5400000
"2007",30,3763,9e+05,23550000,4,2,0,0,0,1,0,1,0,0,8e+05
"2008",28,0,2e+06,216750000,0,0,1,0,0,0,1,1,0,0,1600000
"2009",28,1272,1750000,119500000,1,0,1,0,0,1,0,1,0,0,1500000
"2010",29,341,1500000,106300000,0,0,1,0,0,1,0,1,0,0,1750000
"2011",33,1821,8e+05,61400000,2,1,0,1,0,0,0,1,0,0,5e+05
"2012",29,712,1.6e+07,3.59e+08,6,0,0,0,1,0,0,1,0,0,7400000
"2013",30,2499,7400000,106750000,11,5,0,0,1,0,0,1,0,0,4666666.66666667
"2014",32,1764,4666666.66666667,79800000,4,4,0,0,1,0,0,1,0,0,11500000
"2015",27,3401,15500000,248950000,1,2,1,1,0,0,0,0,0,1,1.6e+07
"2016",28,2215,1.6e+07,208680000,0,2,1,1,0,0,0,0,0,1,8750000
"2017",30,2066,8750000,292600000,0,3,1,1,0,0,0,0,0,1,6e+06
"2018",29,2087,7e+06,659050000,0,0,1,0,0,0,1,0,0,1,5e+06
"2019",29,2087,7e+06,646800000,0,0,1,0,0,0,1,1,0,0,5e+06
"2020",30,2010,5e+06,548280000,0,0,1,0,0,0,1,1,0,0,3750000
"2021",32,2988,3750000,530200000,0,0,1,0,0,0,1,1,0,0,3933333.33333333
"2022",30,1623,8e+06,231700000,0,1,1,1,0,0,0,1,0,0,6250000
"2023",28,662,8e+06,239100000,1,1,1,0,0,1,0,1,0,0,9e+06
"2024",29,1000,9e+06,199600000,1,0,1,0,0,1,0,1,0,0,6500000
"2025",28,30,11333333.3333333,1.17e+09,0,0,1,0,0,1,0,0,1,0,18333333.3333333
"2026",29,412,18333333.3333333,163880000,0,0,1,0,0,1,0,1,0,0,8e+06
"2027",29,412,18333333.3333333,231700000,0,0,1,0,0,1,0,1,0,0,8e+06
"2028",28,1257,1533333.33333333,231700000,0,0,1,0,0,0,1,1,0,0,2166666.66666667
"2029",26,252,1500000,434100000,0,1,1,0,0,1,0,1,0,0,1500000
"2030",27,455,1500000,411100000,0,0,1,0,0,1,0,1,0,0,1500000
"2031",29,2781,1500000,510700000,3,3,1,0,0,1,0,1,0,0,1200000
"2032",28,3346,3e+06,138600000,3,1,1,0,0,1,0,1,0,0,5e+06
"2033",30,2571,5e+06,149850000,0,1,1,0,0,1,0,1,0,0,7900000
"2034",27,450,875000,194350000,0,0,1,0,0,0,1,1,0,0,750000
"2035",28,540,750000,200780000,0,0,1,0,0,0,1,1,0,0,750000
"2036",30,390,750000,290400000,0,0,1,0,0,0,1,1,0,0,6e+05
"2037",29,892,3250000,195700000,2,2,1,0,1,0,0,1,0,0,1400000
"2038",29,3275,27500000,459050000,1,2,1,0,0,1,0,0,0,1,29333333.3333333
"2039",30,1849,29333333.3333333,171880000,0,1,1,0,0,1,0,1,0,0,2.1e+07
"2040",32,3332,2.1e+07,297500000,1,1,1,0,0,1,0,1,0,0,12125000
"2041",33,342,1e+06,56580000,2,0,1,0,1,0,0,1,0,0,1e+06
"2042",27,3654,1.1e+07,367680000,28,8,1,0,1,0,0,1,0,0,2.1e+07
"2043",28,2359,2.1e+07,291430000,19,9,1,0,1,0,0,1,0,0,41250000
"2044",30,5382,41250000,4.3e+08,26,16,1,0,1,0,0,1,0,0,3.8e+07
"2045",30,1046,4500000,211180000,4,5,1,0,1,0,0,0,0,1,3e+06
"2046",27,3317,1e+06,112530000,5,3,1,0,0,1,0,1,0,0,1166666.66666667
"2047",29,2991,1166666.66666667,157210000,4,6,1,0,0,1,0,1,0,0,4800000
"2048",26,456,17666666.6666667,3.59e+08,0,1,1,0,0,1,0,1,0,0,18666666.6666667
"2049",27,358,18666666.6666667,303600000,1,0,1,0,0,1,0,1,0,0,1.1e+07
"2050",26,1808,3e+06,97250000,0,0,1,1,0,0,0,1,0,0,4125000
"2051",26,3511,57500000,1e+09,6,7,1,0,0,1,0,1,0,0,7e+07
"2052",27,3526,7e+07,721350000,5,7,1,0,0,1,0,1,0,0,6.5e+07
"2053",29,3688,6.5e+07,773100000,1,2,1,0,0,1,0,1,0,0,5.4e+07
"2054",26,3729,12500000,308300000,23,17,1,0,1,0,0,0,0,1,27166666.6666667
"2055",27,2409,27166666.6666667,874150000,14,8,1,0,1,0,0,1,0,0,37500000
"2056",29,1700,37500000,8.05e+08,7,4,1,0,1,0,0,1,0,0,26500000
"2057",26,3559,5433333.33333333,211180000,1,1,1,0,0,1,0,0,0,1,5e+06
"2058",27,2214,5e+06,294750000,0,0,1,0,0,1,0,0,0,1,6666666.66666667
"2059",29,5281,6666666.66666667,418250000,4,7,1,0,0,1,0,0,0,1,5750000
"2060",27,720,1250000,86700000,1,0,1,0,0,1,0,1,0,0,3600000
"2061",28,2010,3600000,62080000,2,5,1,0,0,1,0,1,0,0,2750000
"2062",29,3923,2750000,104300000,13,8,1,0,0,1,0,1,0,0,4400000
"2063",27,3636,1e+07,2.89e+08,12,3,1,0,0,1,0,1,0,0,13333333.3333333
"2064",28,2578,13333333.3333333,189330000,3,1,1,0,0,1,0,1,0,0,21666666.6666667
"2065",30,2454,21666666.6666667,193850000,1,1,1,0,0,1,0,1,0,0,1.6e+07
"2066",30,1994,1800000,52330000,0,0,1,0,0,1,0,1,0,0,1066666.66666667
"2067",32,719,1066666.66666667,52750000,0,0,1,0,0,1,0,1,0,0,7e+05
"2068",29,1394,4250000,211180000,0,4,0,1,0,0,0,0,0,1,3250000
